Date Time,A1(5),A2(15),A3(25),A4(35),A5(45),A6(55),A7(65),A8(75),A9(85),A10(95),A11(105),A12(115)
15/4/2022 17:00,17.993,21.392,18.891,13.582,8.505,10.561,11.455,12.088,10.456,13.454,18.946,26.58
15/4/2022 17:30,17.877,21.245,18.703,13.49,8.429,10.441,11.344,11.954,10.283,12.816,16.094,22.337
15/4/2022 18:00,17.813,21.126,18.523,13.391,8.354,10.349,11.247,11.856,10.166,12.484,14.848,18.604
15/4/2022 18:30,17.74,20.989,18.362,13.307,8.269,10.25,11.147,11.762,10.081,12.307,14.309,16.558
15/4/2022 19:00,17.672,20.891,18.247,13.224,8.212,10.152,11.058,11.665,9.999,12.17,14.059,15.642
15/4/2022 19:30,17.625,20.803,18.121,13.122,8.145,10.097,10.969,11.56,9.931,12.056,13.875,15.207
15/4/2022 20:00,17.562,20.711,18.01,13.05,8.088,10.012,10.88,11.494,9.86,11.959,13.746,14.943
15/4/2022 20:30,17.525,20.614,17.925,12.96,8.024,9.957,10.808,11.406,9.806,11.881,13.632,14.773
15/4/2022 21:00,17.457,20.54,17.818,12.874,7.967,9.864,10.741,11.321,9.735,11.803,13.551,14.632
15/4/2022 21:30,17.421,20.466,17.752,12.802,7.911,9.802,10.666,11.279,9.674,11.733,13.465,14.521
15/4/2022 22:00,17.385,20.422,17.656,12.709,7.861,9.719,10.582,11.206,9.628,11.662,13.37,14.41
15/4/2022 22:30,17.327,20.357,17.579,12.627,7.811,9.655,10.521,11.134,9.574,11.595,13.298,14.304
15/4/2022 23:00,17.307,20.291,17.506,12.552,7.762,9.604,10.458,11.065,9.521,11.532,13.221,14.227
15/4/2022 23:30,17.25,20.226,17.459,12.488,7.709,9.55,10.401,11.008,9.474,11.473,13.145,14.117
16/4/2022 0:00,17.224,20.174,17.411,12.425,7.664,9.48,10.344,10.967,9.411,11.413,13.078,14.04
16/4/2022 0:30,17.151,20.122,17.353,12.344,7.624,9.452,10.291,10.888,9.378,11.358,13.011,13.947
16/4/2022 1:00,17.141,20.065,17.324,12.294,7.579,9.382,10.228,10.839,9.332,11.302,12.949,13.882
16/4/2022 1:30,17.105,20.022,17.252,12.214,7.543,9.344,10.165,10.763,9.289,11.254,12.891,13.802
16/4/2022 2:00,17.074,19.988,17.223,12.147,7.514,9.288,10.132,10.722,9.233,11.198,12.829,13.713
16/4/2022 2:30,17.053,19.949,17.175,12.105,7.465,9.244,10.086,10.67,9.203,11.15,12.776,13.653
16/4/2022 3:00,17.038,19.905,17.139,12.049,7.433,9.194,10.036,10.636,9.161,11.098,12.723,13.569
16/4/2022 3:30,16.996,19.849,17.1,11.98,7.391,9.156,9.974,10.588,9.115,11.054,12.666,13.514
16/4/2022 4:00,16.991,19.815,17.063,11.941,7.371,9.128,9.948,10.539,9.076,11.009,12.622,13.462
16/4/2022 4:30,16.96,19.78,17.027,11.889,7.343,9.094,9.896,10.473,9.033,10.964,12.565,13.394
16/4/2022 5:00,16.935,19.742,16.988,11.831,7.307,9.041,9.843,10.447,9.011,10.923,12.521,13.339
16/4/2022 5:30,16.955,19.712,16.97,11.831,7.272,9.004,9.798,10.417,8.965,10.879,12.473,13.283
16/4/2022 6:00,16.919,19.66,16.927,11.751,7.25,8.964,9.765,10.365,8.936,10.838,12.429,13.22
16/4/2022 6:30,16.883,19.63,16.901,11.703,7.231,8.93,9.723,10.328,8.9,10.801,12.381,13.161
16/4/2022 7:00,16.873,19.587,16.862,11.686,7.199,8.881,9.691,10.273,8.871,10.76,12.346,13.118
16/4/2022 7:30,16.76,19.553,16.833,11.638,7.186,8.875,9.665,10.248,8.839,10.719,12.302,13.063
16/4/2022 8:00,16.668,19.51,16.794,11.607,7.164,8.85,9.626,10.207,8.807,10.685,12.263,13.016
16/4/2022 8:30,16.566,19.463,16.779,11.569,7.135,8.804,9.587,10.174,8.775,10.648,12.22,12.969
16/4/2022 9:00,16.465,19.429,16.733,11.525,7.11,8.78,9.562,10.134,8.746,10.608,12.177,12.918
16/4/2022 9:30,16.353,19.374,16.69,11.491,7.097,8.749,9.533,10.105,8.714,10.577,12.151,12.868
16/4/2022 10:00,16.242,19.327,16.676,11.456,7.072,8.731,9.485,10.058,8.685,10.537,12.112,12.817
16/4/2022 10:30,16.151,19.276,16.619,11.422,7.053,8.715,9.456,10.025,8.656,10.503,12.077,12.77
16/4/2022 11:00,16.026,19.233,16.597,11.412,7.053,8.667,9.417,9.992,8.624,10.48,12.026,12.735
16/4/2022 11:30,15.956,19.186,16.586,11.388,7.034,8.651,9.392,9.959,8.602,10.446,12.013,12.697
16/4/2022 12:00,15.846,19.182,16.572,11.365,7.015,8.624,9.373,9.945,8.573,10.416,11.996,12.654
16/4/2022 12:30,30.02,20.852,16.544,11.327,6.999,8.615,9.354,9.923,8.551,10.389,11.957,12.623
16/4/2022 13:00,30.887,30.553,28.415,16.195,7.208,8.591,9.331,9.894,8.532,10.366,11.94,12.592
16/4/2022 13:30,31.008,30.391,28.302,17.779,12.699,12.731,9.331,9.851,8.519,10.346,11.897,12.554
16/4/2022 14:00,31.177,30.271,28.198,17.547,12.794,16.068,13.805,10.05,8.503,10.309,11.854,12.523
16/4/2022 14:30,31.312,30.25,28.171,17.321,12.597,16.244,16.36,13.831,8.939,10.299,11.837,12.477
16/4/2022 15:00,31.433,30.256,28.135,17.19,12.446,16.14,16.594,16.133,12.064,10.584,11.807,12.434
16/4/2022 15:30,31.562,30.25,28.104,17.117,12.313,15.988,16.581,16.672,14.088,13.484,12.342,12.496
16/4/2022 16:00,31.705,30.287,28.095,17.023,12.139,15.761,16.491,16.722,14.604,15.574,15.132,14.255
16/4/2022 16:30,31.847,30.313,28.077,16.954,12.059,15.594,16.352,16.654,14.628,16.159,16.751,16.979
16/4/2022 17:00,31.997,30.339,27.574,16.95,12.031,15.499,16.299,16.599,14.584,16.22,17.172,18.133
16/4/2022 17:30,32.114,30.407,27.623,16.942,12.023,15.421,16.217,16.567,14.564,16.22,17.223,18.37
16/4/2022 18:00,32.223,30.443,27.646,16.91,12.015,15.421,16.181,16.558,14.556,16.208,17.233,18.416
16/4/2022 18:30,32.312,30.511,27.677,16.93,12.011,15.393,16.164,16.531,14.572,16.208,17.228,18.425
16/4/2022 19:00,32.415,30.589,27.686,16.918,12.011,15.385,16.12,16.522,14.596,16.232,17.258,18.439
16/4/2022 19:30,32.518,30.657,27.695,16.942,12.003,15.374,16.128,16.517,14.612,16.273,17.289,18.448
16/4/2022 20:00,32.607,30.699,27.726,16.946,12.035,15.425,16.128,16.485,14.636,16.318,17.314,18.475
16/4/2022 20:30,32.69,30.783,27.735,16.975,12.047,15.417,16.152,16.499,14.656,16.367,17.359,18.503
16/4/2022 21:00,32.807,30.867,27.767,16.999,12.055,15.44,16.173,16.54,14.676,16.396,17.4,18.553
16/4/2022 21:30,32.835,30.945,27.816,17.003,12.067,15.488,16.217,16.558,14.68,16.424,17.461,18.631
16/4/2022 22:00,32.904,31.014,27.847,17.019,12.099,15.488,16.225,16.572,14.693,16.441,17.527,18.746
16/4/2022 22:30,32.973,31.035,27.883,17.048,12.099,15.519,16.238,16.59,14.697,16.473,17.598,19.288
16/4/2022 23:00,33,31.14,27.937,17.064,12.135,15.543,16.254,16.585,14.721,16.494,17.88,22.416
16/4/2022 23:30,33.07,31.198,27.982,17.076,12.151,15.586,16.291,16.613,14.753,16.601,19.263,28.111
17/4/2022 0:00,33.084,31.293,27.987,17.097,12.184,15.63,16.299,16.617,14.794,17.002,23.176,30.207
17/4/2022 0:30,33.132,31.356,28,17.141,12.216,15.638,16.319,16.658,14.899,18.357,26.95,30.935
17/4/2022 1:00,33.125,31.393,28.018,17.137,12.216,15.673,16.335,16.695,15.156,21.954,28.788,31.345
17/4/2022 1:30,33.174,31.436,28,17.129,12.212,15.657,16.311,16.708,15.852,26.682,29.676,31.548
17/4/2022 2:00,33.153,31.462,28.027,17.121,12.188,15.653,16.315,16.786,17.839,29.188,30.251,31.577
17/4/2022 2:30,33.167,31.51,27.987,17.141,12.212,15.657,16.327,16.979,21.336,30.223,30.563,31.542
17/4/2022 3:00,33.181,31.541,28.005,17.137,12.212,15.681,16.364,17.73,25.272,30.719,30.719,31.53
17/4/2022 3:30,33.25,31.605,28.014,17.129,12.224,15.677,16.45,19.628,28.069,30.958,30.719,31.513
17/4/2022 4:00,33.257,31.621,27.996,17.15,12.24,15.717,16.676,22.599,29.321,31.066,30.661,31.484
17/4/2022 4:30,33.292,31.674,28.027,17.146,12.248,15.765,17.265,25.039,29.812,31.061,30.589,31.455
17/4/2022 5:00,33.319,31.695,28.036,17.141,12.232,15.792,18.399,26.461,30.062,31.066,30.517,31.46
17/4/2022 5:30,33.34,31.743,28.077,17.15,12.268,15.852,20.071,27.295,30.195,31.072,30.465,31.437
17/4/2022 6:00,33.361,31.77,28.068,17.146,12.284,15.94,21.887,27.905,30.256,31.072,30.413,31.414
17/4/2022 6:30,33.361,31.775,28.122,17.146,12.292,16.108,23.565,28.291,30.273,31.039,30.381,31.368
17/4/2022 7:00,33.326,31.796,28.023,17.162,12.329,16.406,25.036,28.614,30.262,31.034,30.368,31.333
17/4/2022 7:30,33.312,31.839,28.18,17.17,12.361,16.906,26.268,28.87,30.279,31.012,30.355,31.304
17/4/2022 8:00,33.257,31.849,28.203,17.199,12.398,17.667,27.101,29.097,30.251,31.017,30.329,31.287
17/4/2022 8:30,33.174,31.86,28.221,17.195,12.454,18.683,27.672,29.232,30.251,31.001,30.316,31.258
17/4/2022 9:00,33.07,31.865,28.257,17.203,12.511,19.987,28.086,29.355,30.245,30.99,30.27,31.212
17/4/2022 9:30,32.959,31.865,28.293,17.239,12.577,21.467,28.424,29.384,30.24,30.974,30.251,31.194
17/4/2022 10:00,32.786,31.796,28.311,17.239,12.695,22.984,28.702,29.413,30.229,30.93,30.244,31.131
17/4/2022 10:30,32.628,31.759,28.325,17.239,12.822,24.398,28.923,29.366,30.195,30.92,30.238,31.113
17/4/2022 11:00,32.381,31.69,28.329,17.248,13.016,25.681,29.123,29.378,30.206,30.909,30.225,31.079
17/4/2022 11:30,32.161,31.589,28.311,17.28,13.325,26.812,29.313,29.384,30.178,30.903,30.173,31.05
17/4/2022 12:00,31.895,31.504,28.289,17.317,13.712,27.683,29.488,29.39,30.184,30.882,30.167,30.998
17/4/2022 12:30,31.603,31.372,28.144,17.362,14.204,28.376,29.69,29.325,30.112,30.865,30.115,30.981
17/4/2022 13:00,31.21,31.261,28.185,17.477,14.812,28.998,29.722,29.284,30.067,30.806,30.063,30.923
17/4/2022 13:30,30.192,30.919,27.87,17.342,15.374,29.568,29.664,29.22,30.028,30.741,29.998,30.82
17/4/2022 14:00,28.856,30.678,27.717,17.146,15.508,29.689,29.595,29.138,29.945,30.676,29.94,30.797
17/4/2022 14:30,27.777,30.375,27.449,17.105,15.54,29.694,29.61,29.062,29.906,30.595,29.889,30.716
17/4/2022 15:00,26.289,29.944,26.881,16.962,15.077,29.353,29.509,28.969,29.784,30.503,29.798,30.63
17/4/2022 15:30,24.711,29.101,26.161,16.567,14.066,28.614,29.403,28.876,29.735,30.422,29.727,30.579
17/4/2022 16:00,23.217,28.032,25.281,16.072,12.572,27.044,29.197,28.794,29.646,30.368,29.663,30.544
17/4/2022 16:30,22.157,26.886,24.251,15.631,11.169,23.352,28.686,28.696,29.602,30.303,29.612,30.499
17/4/2022 17:00,21.444,25.743,23.359,15.281,10.191,18.409,27.775,28.626,29.525,30.25,29.56,30.447
17/4/2022 17:30,20.888,24.783,22.63,14.976,9.72,14.639,25.846,28.296,29.47,30.185,29.49,30.424
17/4/2022 18:00,20.483,24.051,22.04,14.689,9.449,12.692,22.528,27.38,29.393,30.164,29.515,30.47
17/4/2022 18:30,20.215,23.49,21.521,14.45,9.22,11.85,17.975,26.003,29.052,30.062,29.47,30.419
17/4/2022 19:00,19.938,23.051,21.031,14.209,9.036,11.433,14.371,23.076,28.123,29.933,29.381,30.333
17/4/2022 19:30,19.663,22.684,20.617,14.026,8.882,11.163,12.704,18.368,24.592,29.65,29.317,30.23
17/4/2022 20:00,19.471,22.387,20.238,13.859,8.756,10.963,12.073,14.785,19.065,28.477,29.017,30.185
17/4/2022 20:30,19.274,22.124,19.885,13.715,8.625,10.784,11.785,13.192,14.387,25.969,28.547,30.037
17/4/2022 21:00,19.095,21.912,19.588,13.571,8.522,10.617,11.595,12.546,11.949,21.222,27.519,29.799
17/4/2022 21:30,18.954,21.719,19.301,13.45,8.412,10.494,11.441,12.227,10.944,16.696,25.333,29.263
17/4/2022 22:00,18.836,21.562,19.031,13.333,8.324,10.365,11.289,11.986,10.498,14.148,21.515,28.045
17/4/2022 22:30,18.696,21.401,18.839,13.213,8.246,10.241,11.171,11.848,10.263,13.037,17.624,24.909
17/4/2022 23:00,18.567,21.29,18.669,13.104,8.168,10.136,11.061,11.708,10.118,12.527,15.381,20.662
17/4/2022 23:30,18.444,21.166,18.501,13.017,8.091,10.019,10.965,11.607,9.996,12.26,14.425,17.49
18/4/2022 0:00,18.321,21.05,18.347,12.909,8.027,9.948,10.866,11.502,9.914,12.091,13.999,15.928
18/4/2022 0:30,18.22,20.936,18.228,12.813,7.961,9.854,10.764,11.413,9.823,11.966,13.769,15.211
18/4/2022 1:00,18.13,20.839,18.106,12.73,7.904,9.78,10.656,11.325,9.752,11.863,13.605,14.848
18/4/2022 1:30,17.998,20.755,18.002,12.638,7.858,9.703,10.578,11.245,9.681,11.768,13.478,14.637
18/4/2022 2:00,17.924,20.663,17.925,12.559,7.798,9.626,10.508,11.149,9.621,11.687,13.392,14.497
18/4/2022 2:30,17.834,20.601,17.829,12.478,7.752,9.553,10.434,11.065,9.554,11.613,13.293,14.365
18/4/2022 3:00,17.724,20.527,17.755,12.397,7.69,9.49,10.364,10.993,9.497,11.525,13.208,14.255
18/4/2022 3:30,17.64,20.431,17.678,12.33,7.637,9.439,10.301,10.925,9.441,11.452,13.127,14.149
18/4/2022 4:00,17.551,20.365,17.605,12.256,7.608,9.376,10.234,10.876,9.388,11.379,13.051,14.048
18/4/2022 4:30,17.489,20.317,17.546,12.193,7.566,9.322,10.168,10.805,9.338,11.313,12.953,13.951
18/4/2022 5:00,17.442,20.235,17.488,12.13,7.51,9.26,10.115,10.748,9.276,11.254,12.891,13.862
18/4/2022 5:30,17.359,20.174,17.422,12.056,7.462,9.21,10.056,10.681,9.236,11.195,12.82,13.778
18/4/2022 6:00,17.307,20.13,17.375,12.004,7.439,9.16,9.997,10.618,9.167,11.14,12.745,13.693
18/4/2022 6:30,17.229,20.048,17.313,11.928,7.41,9.125,9.951,10.584,9.128,11.088,12.683,13.625
18/4/2022 7:00,17.131,19.996,17.273,11.889,7.352,9.072,9.896,10.495,9.089,11.036,12.622,13.541
18/4/2022 7:30,17.053,19.94,17.197,11.827,7.314,9.029,9.843,10.461,9.033,10.988,12.569,13.466
18/4/2022 8:00,16.919,19.875,17.15,11.779,7.291,9.001,9.798,10.417,8.991,10.937,12.516,13.414
18/4/2022 8:30,16.822,19.815,17.096,11.737,7.266,8.955,9.749,10.369,8.949,10.889,12.464,13.339
18/4/2022 9:00,16.673,19.75,17.042,11.679,7.224,8.909,9.704,10.295,8.916,10.848,12.416,13.264
18/4/2022 9:30,16.521,19.669,17.006,11.645,7.202,8.875,9.658,10.266,8.878,10.794,12.368,13.208
18/4/2022 10:00,16.363,19.622,16.945,11.603,7.176,8.856,9.623,10.233,8.842,10.75,12.32,13.13
18/4/2022 10:30,16.187,19.553,16.901,11.555,7.141,8.813,9.584,10.193,8.804,10.712,12.276,13.071
18/4/2022 11:00,16.056,19.48,16.862,11.521,7.116,8.786,9.552,10.127,8.775,10.672,12.233,13.024
18/4/2022 11:30,15.941,19.412,16.812,11.47,7.103,8.746,9.52,10.105,8.736,10.618,12.185,12.965
18/4/2022 12:00,15.776,19.348,16.761,11.439,7.066,8.715,9.485,10.068,8.701,10.594,12.146,12.914
18/4/2022 12:30,15.681,19.28,16.719,11.395,7.047,8.67,9.44,10.043,8.672,10.557,12.103,12.856
18/4/2022 13:00,15.627,19.212,16.679,11.351,7.025,8.67,9.411,9.992,8.637,10.507,12.064,12.813
18/4/2022 13:30,15.562,19.135,16.636,11.324,7.006,8.627,9.376,9.941,8.605,10.476,12.03,12.763
18/4/2022 14:00,15.523,19.085,16.579,11.283,6.977,8.603,9.341,9.941,8.58,10.443,11.991,12.708
18/4/2022 14:30,15.518,19.021,16.537,11.263,6.946,8.573,9.306,9.88,8.551,10.399,11.957,12.677
18/4/2022 15:00,15.503,18.996,16.501,11.233,6.937,8.548,9.274,9.847,8.519,10.373,11.914,12.631
18/4/2022 15:30,15.513,18.962,16.469,11.189,6.93,8.527,9.236,9.811,8.494,10.346,11.867,12.581
18/4/2022 16:00,15.449,18.89,16.419,11.148,6.905,8.512,9.217,9.786,8.465,10.303,11.841,12.538
18/4/2022 16:30,15.449,18.869,16.38,11.138,6.877,8.461,9.185,9.754,8.437,10.263,11.816,12.5
18/4/2022 17:00,15.444,18.827,16.345,11.108,6.859,8.443,9.154,9.718,8.412,10.236,11.782,12.465
18/4/2022 17:30,15.419,18.776,16.309,11.068,6.852,8.425,9.132,9.668,8.387,10.2,11.735,12.427
18/4/2022 18:00,15.424,18.755,16.264,11.054,6.821,8.401,9.11,9.65,8.365,10.17,11.713,12.385
18/4/2022 18:30,15.419,18.734,16.221,11.011,6.803,8.377,9.085,9.636,8.343,10.137,11.667,12.35
18/4/2022 19:00,15.409,18.697,16.204,10.984,6.793,8.359,9.056,9.614,8.33,10.13,11.658,12.316
18/4/2022 19:30,15.414,18.68,16.161,10.957,6.781,8.35,9.041,9.582,8.308,10.104,11.612,12.274
18/4/2022 20:00,15.409,18.634,16.133,10.94,6.747,8.317,9.019,9.564,8.277,10.074,11.59,12.236
18/4/2022 20:30,15.375,18.613,16.091,10.904,6.734,8.299,8.997,9.529,8.264,10.044,11.531,12.209
18/4/2022 21:00,15.399,18.575,16.045,10.877,6.71,8.281,8.975,9.5,8.236,10.012,11.523,12.175
18/4/2022 21:30,15.365,18.554,16.024,10.854,6.691,8.263,8.953,9.483,8.214,9.995,11.506,12.141
18/4/2022 22:00,15.365,18.537,15.993,10.824,6.682,8.236,8.928,9.454,8.199,9.972,11.468,12.114
18/4/2022 22:30,15.355,18.512,15.971,10.82,6.67,8.222,8.906,9.437,8.18,9.952,11.434,12.084
18/4/2022 23:00,15.325,18.496,15.933,10.794,6.648,8.21,8.875,9.426,8.161,9.916,11.413,12.053
18/4/2022 23:30,15.301,18.441,15.891,10.767,6.642,8.198,8.85,9.401,8.143,9.9,11.413,12.023
19/4/2022 0:00,15.291,18.425,15.88,10.734,6.624,8.171,8.832,9.373,8.127,9.871,11.363,11.993
19/4/2022 0:30,15.286,18.404,15.832,10.708,6.608,8.165,8.816,9.348,8.115,9.851,11.334,11.963
19/4/2022 1:00,15.266,18.383,15.835,10.695,6.593,8.144,8.794,9.327,8.099,9.828,11.304,11.936
19/4/2022 1:30,15.257,18.354,15.786,10.675,6.584,8.127,8.779,9.296,8.084,9.805,11.296,11.906
19/4/2022 2:00,15.242,18.312,15.755,10.645,6.572,8.106,8.76,9.26,8.068,9.779,11.283,11.884
19/4/2022 2:30,15.227,18.3,15.727,10.619,6.553,8.094,8.742,9.271,8.05,9.766,11.25,11.854
19/4/2022 3:00,15.213,18.262,15.692,10.609,6.541,8.079,8.726,9.25,8.034,9.744,11.233,11.831
19/4/2022 3:30,15.203,18.262,15.685,10.586,6.52,8.047,8.705,9.236,8.019,9.714,11.212,11.805
19/4/2022 4:00,15.198,18.229,15.64,10.553,6.508,8.05,8.686,9.187,8.003,9.701,11.183,11.775
19/4/2022 4:30,15.159,18.196,15.609,10.536,6.489,8.026,8.668,9.18,7.988,9.675,11.154,11.756
19/4/2022 5:00,15.164,18.188,15.592,10.52,6.462,8.012,8.649,9.162,7.976,9.656,11.146,11.73
19/4/2022 5:30,15.164,18.167,15.553,10.494,6.462,7.991,8.631,9.131,7.957,9.64,11.112,11.704
19/4/2022 6:00,15.144,18.142,15.536,10.464,6.459,7.979,8.612,9.131,7.942,9.624,11.092,11.681
19/4/2022 6:30,15.115,18.105,15.515,10.451,6.435,7.962,8.594,9.103,7.929,9.604,11.075,11.663
19/4/2022 7:00,15.095,18.076,15.481,10.445,6.417,7.938,8.585,9.089,7.92,9.591,11.054,11.637
19/4/2022 7:30,15.08,18.072,15.446,10.415,6.413,7.941,8.557,9.082,7.902,9.566,11.034,11.596
19/4/2022 8:00,15.027,18.043,15.432,10.389,6.392,7.93,8.545,9.037,7.886,9.55,11.013,11.584
19/4/2022 8:30,14.988,18.022,15.412,10.363,6.395,7.906,8.53,9.044,7.865,9.53,11,11.562
19/4/2022 9:00,14.92,17.977,15.381,10.357,6.362,7.897,8.514,9.016,7.862,9.514,10.976,11.54
19/4/2022 9:30,14.876,17.948,15.346,10.327,6.35,7.88,8.514,9.002,7.841,9.495,10.959,11.518
19/4/2022 10:00,14.784,17.927,15.319,10.321,6.341,7.868,8.487,8.964,7.838,9.479,10.939,11.495
19/4/2022 10:30,14.711,17.89,15.288,10.288,6.326,7.839,8.469,8.978,7.807,9.463,10.922,11.473
19/4/2022 11:00,14.663,17.833,15.267,10.272,6.326,7.836,8.459,8.968,7.807,9.453,10.901,11.436
19/4/2022 11:30,14.572,17.792,15.233,10.249,6.305,7.822,8.438,8.923,7.786,9.424,10.885,11.421
19/4/2022 12:00,14.533,17.767,15.202,10.243,6.299,7.816,8.42,8.926,7.774,9.412,10.869,11.41
19/4/2022 12:30,14.437,17.726,15.171,10.22,6.284,7.801,8.405,8.902,7.764,9.396,10.848,11.388
19/4/2022 13:00,14.37,17.677,15.144,10.207,6.278,7.79,8.389,8.871,7.749,9.38,10.832,11.37
19/4/2022 13:30,14.28,17.644,15.113,10.178,6.272,7.775,8.371,8.864,7.737,9.36,10.811,11.351
19/4/2022 14:00,14.227,17.603,15.086,10.162,6.251,7.761,8.353,8.837,7.722,9.341,10.795,11.318
19/4/2022 14:30,14.208,17.558,15.058,10.136,6.239,7.746,8.338,8.826,7.707,9.329,10.774,11.311
19/4/2022 15:00,14.175,17.514,15.021,10.13,6.215,7.723,8.317,8.82,7.695,9.31,10.758,11.259
19/4/2022 15:30,14.17,17.497,15.004,10.104,6.203,7.715,8.305,8.782,7.685,9.303,10.741,11.252
19/4/2022 16:00,14.151,17.473,14.973,10.101,6.197,7.712,8.29,8.775,7.67,9.281,10.721,11.226
19/4/2022 16:30,14.175,17.436,14.936,10.075,6.189,7.697,8.275,8.772,7.658,9.265,10.705,11.204
19/4/2022 17:00,14.194,17.424,14.905,10.055,6.183,7.689,8.256,8.741,7.649,9.249,10.684,11.179
19/4/2022 17:30,14.237,17.408,14.891,10.046,6.168,7.657,8.247,8.731,7.637,9.233,10.668,11.179
19/4/2022 18:00,14.28,17.4,14.871,10.02,6.156,7.64,8.235,8.713,7.619,9.221,10.656,11.157
19/4/2022 18:30,14.299,17.379,14.854,10.03,6.147,7.637,8.22,8.69,7.607,9.202,10.639,11.138
19/4/2022 19:00,14.318,17.395,14.868,10.014,6.15,7.631,8.214,8.69,7.598,9.192,10.627,11.12
19/4/2022 19:30,14.409,17.477,14.888,10.017,6.138,7.631,8.211,8.683,7.592,9.183,10.623,11.102
19/4/2022 20:00,32.086,30.882,27.874,11.734,6.144,7.608,8.208,8.679,7.589,9.179,10.611,11.095
19/4/2022 20:30,32.12,30.993,28.253,18.053,12.798,11.825,8.211,8.669,7.601,9.164,10.594,11.087
19/4/2022 21:00,32.237,31.024,28.302,17.812,12.917,17.083,15.893,9.044,7.589,9.148,10.574,11.069
19/4/2022 21:30,32.422,31.098,28.325,17.683,12.752,17.083,17.686,16.64,9.059,9.148,10.562,11.04
19/4/2022 22:00,32.566,31.172,28.379,17.634,12.671,16.98,17.724,17.965,15.585,11.455,10.57,11.007
19/4/2022 22:30,32.738,31.219,28.461,17.564,12.544,16.706,17.635,18.031,16.251,17.513,14.42,11.577
19/4/2022 23:00,32.876,31.303,28.515,17.543,12.495,16.58,17.45,17.932,16.188,18.001,18.344,18.576
19/4/2022 23:30,32.952,31.356,28.556,17.543,12.515,16.547,17.362,17.88,16.162,17.967,18.537,19.861
20/4/2022 0:00,33.063,31.425,28.606,17.547,12.524,16.559,17.307,17.819,16.171,17.967,18.505,19.899
20/4/2022 0:30,33.084,31.504,28.651,17.572,12.528,16.572,17.303,17.749,16.146,17.993,18.526,19.909
20/4/2022 1:00,33.153,31.594,28.692,17.547,12.491,16.555,17.286,17.721,16.112,18.001,18.573,19.928
20/4/2022 1:30,33.194,31.658,28.765,17.506,12.414,16.442,17.211,17.655,16.019,17.946,18.573,19.942
20/4/2022 2:00,33.243,31.722,28.815,17.477,12.349,16.321,17.103,17.539,15.873,17.784,18.511,19.88
20/4/2022 2:30,33.285,31.817,28.87,17.412,12.28,16.172,16.986,17.422,15.722,17.644,18.375,19.8
20/4/2022 3:00,33.236,31.839,28.879,17.297,12.123,15.988,16.791,17.246,15.573,17.492,18.209,19.701
20/4/2022 3:30,33.229,31.876,28.852,17.256,12.099,15.84,16.647,17.057,15.391,17.312,18.034,19.555
20/4/2022 4:00,33.208,31.924,28.852,17.244,12.055,15.772,16.557,16.965,15.271,17.144,17.869,19.373
20/4/2022 4:30,33.215,31.956,28.829,17.231,12.031,15.757,16.507,16.937,15.193,17.032,17.751,19.233
20/4/2022 5:00,33.201,31.993,28.824,17.219,12.039,15.729,16.503,16.905,15.144,16.986,17.685,19.237
20/4/2022 5:30,33.194,32.041,28.802,17.223,12.031,15.745,16.503,16.878,15.152,16.99,17.772,19.692
20/4/2022 6:00,33.194,32.068,28.797,17.211,12.039,15.749,16.499,16.873,15.152,17.077,18.158,24.244
20/4/2022 6:30,33.194,32.11,28.802,17.223,12.051,15.78,16.511,16.91,15.239,17.375,21.121,29.139
20/4/2022 7:00,33.174,32.126,28.797,17.223,12.051,15.804,16.528,16.956,15.411,18.469,26.282,30.247
20/4/2022 7:30,33.16,32.185,28.783,17.26,12.075,15.832,16.594,17.061,15.814,23.718,28.358,30.751
20/4/2022 8:00,33.146,32.233,28.797,17.256,12.095,15.856,16.664,17.288,17.366,28.42,29.266,30.877
20/4/2022 8:30,33.09,32.281,28.797,17.276,12.095,15.908,16.779,17.641,21.729,29.874,29.773,30.866
20/4/2022 9:00,32.994,32.281,28.792,17.28,12.135,15.992,16.953,18.578,26.605,30.476,29.908,30.843
20/4/2022 9:30,32.911,32.324,28.788,17.276,12.127,16.052,17.224,21.873,28.888,30.692,29.914,30.831
20/4/2022 10:00,32.807,32.298,28.829,17.289,12.143,16.16,17.703,24.898,29.585,30.757,29.927,30.854
20/4/2022 10:30,32.635,32.239,28.833,17.305,12.196,16.284,18.949,26.483,29.879,30.806,29.947,30.86
20/4/2022 11:00,32.483,32.228,28.838,17.313,12.224,16.43,20.811,27.346,30.012,30.817,29.972,30.866
20/4/2022 11:30,32.285,32.175,28.852,17.338,12.256,16.616,22.698,27.946,30.084,30.822,29.979,30.843
20/4/2022 12:00,32.032,32.073,28.843,17.387,12.357,16.931,24.618,28.406,30.123,30.827,29.985,30.82
20/4/2022 12:30,31.644,32.02,28.843,17.469,12.503,17.542,26.319,28.754,30.073,30.784,29.953,30.785
20/4/2022 13:00,30.632,31.685,28.122,17.068,12.341,18.936,27.491,29.08,30.006,30.708,29.895,30.733
20/4/2022 13:30,28.882,31.473,27.888,16.772,12.131,19.745,27.904,29.214,29.94,30.659,29.856,30.705
20/4/2022 14:00,27.521,31.03,27.717,16.768,12.208,20.896,28.159,29.208,29.879,30.589,29.792,30.659
20/4/2022 14:30,25.562,30.292,27.018,16.712,12.103,20.56,28.086,29.115,29.823,30.514,29.715,30.579
