Date Time,A1(5),A2(15),A3(25),A4(35),A5(45),A6(55),A7(65),A8(75),A9(85),A10(95),A11(105),A12(115)
1/3/2022 16:30,-0.05,-0.535,-0.798,-2.281,-2.725,-2.725,-2.725,-2.725,-2.706,-2.613,-2.562,-2.409
6/3/2022 10:29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6/3/2022 10:30,6.615,8.448,9.444,8.538,5.4,4.804,5.651,6.116,5.391,6.583,6.911,7.767
6/3/2022 11:00,7.729,8.625,9.497,8.478,5.319,4.725,5.58,6.064,5.3,6.45,6.833,7.705
6/3/2022 11:30,7.671,8.596,9.469,8.446,5.313,4.702,5.544,6.037,5.259,6.412,6.797,7.674
6/3/2022 12:00,7.599,8.584,9.447,8.425,5.3,4.679,5.534,6.02,5.241,6.388,6.773,7.662
6/3/2022 12:30,7.513,8.569,9.425,8.41,5.277,4.676,5.534,6.014,5.224,6.38,6.76,7.649
6/3/2022 13:00,7.467,8.557,9.419,8.395,5.269,4.653,5.527,5.997,5.221,6.364,6.753,7.643
6/3/2022 13:30,7.431,8.539,9.411,8.38,5.266,4.651,5.519,5.988,5.211,6.353,6.753,7.634
6/3/2022 14:00,7.409,8.536,9.394,8.368,5.261,4.644,5.514,5.991,5.211,6.348,6.753,7.625
6/3/2022 14:30,7.378,8.53,9.375,8.351,5.252,4.635,5.506,5.994,5.216,6.343,6.74,7.618
6/3/2022 15:00,7.367,8.524,9.361,8.342,5.241,4.628,5.501,5.985,5.211,6.34,6.727,7.609
6/3/2022 15:30,7.36,8.507,9.353,8.324,5.233,4.635,5.496,5.974,5.203,6.329,6.73,7.603
6/3/2022 16:00,7.36,8.492,9.347,8.327,5.23,4.621,5.489,5.977,5.193,6.324,6.727,7.597
6/3/2022 16:30,7.36,8.498,9.328,8.306,5.239,4.619,5.486,5.971,5.18,6.324,6.717,7.591
6/3/2022 17:00,7.367,8.486,9.322,8.318,5.2,4.619,5.481,5.965,5.185,6.316,6.727,7.581
6/3/2022 17:30,7.374,8.489,9.32,8.306,5.214,4.619,5.479,5.968,5.188,6.305,6.717,7.575
6/3/2022 18:00,7.395,8.48,9.336,8.3,5.205,4.609,5.476,5.965,5.183,6.308,6.713,7.575
6/3/2022 18:30,7.392,8.471,9.303,8.3,5.205,4.598,5.474,5.954,5.18,6.305,6.707,7.563
6/3/2022 19:00,7.395,8.471,9.311,8.286,5.205,4.598,5.471,5.954,5.175,6.3,6.717,7.557
6/3/2022 19:30,7.406,8.465,9.298,8.303,5.194,4.596,5.471,5.948,5.17,6.289,6.71,7.551
6/3/2022 20:00,7.399,8.451,9.306,8.283,5.192,4.589,5.461,5.945,5.168,6.286,6.71,7.545
6/3/2022 20:30,7.399,8.462,9.292,8.283,5.203,4.582,5.451,5.942,5.165,6.292,6.704,7.538
6/3/2022 21:00,7.406,8.454,9.295,8.283,5.186,4.575,5.446,5.936,5.163,6.281,6.7,7.538
6/3/2022 21:30,7.402,8.456,9.289,8.28,5.181,4.577,5.439,5.936,5.155,6.276,6.697,7.529
6/3/2022 22:00,7.399,8.436,9.281,8.271,5.181,4.57,5.436,5.928,5.157,6.27,6.684,7.526
6/3/2022 22:30,7.392,8.436,9.276,8.274,5.178,4.564,5.436,5.925,5.152,6.27,6.684,7.526
6/3/2022 23:00,7.406,8.43,9.267,8.253,5.161,4.573,5.436,5.919,5.152,6.265,6.684,7.511
6/3/2022 23:30,7.392,8.424,9.27,8.253,5.161,4.573,5.429,5.913,5.145,6.27,6.677,7.508
7/3/2022 0:00,7.385,8.409,9.256,8.262,5.159,4.566,5.419,5.905,5.135,6.257,6.67,7.511
7/3/2022 0:30,7.392,8.409,9.256,8.247,5.159,4.564,5.411,5.908,5.145,6.254,6.664,7.502
7/3/2022 1:00,7.378,8.412,9.256,8.244,5.159,4.564,5.411,5.893,5.13,6.244,6.664,7.495
7/3/2022 1:30,7.378,8.398,9.251,8.235,5.159,4.55,5.406,5.902,5.127,6.246,6.654,7.492
7/3/2022 2:00,7.385,8.403,9.234,8.233,5.148,4.552,5.404,5.89,5.137,6.241,6.657,7.495
7/3/2022 2:30,7.381,8.398,9.226,8.224,5.145,4.538,5.404,5.887,5.119,6.238,6.647,7.483
7/3/2022 3:00,7.378,8.401,9.229,8.212,5.145,4.534,5.396,5.887,5.119,6.236,6.637,7.471
7/3/2022 3:30,7.388,8.386,9.234,8.194,5.131,4.538,5.399,5.876,5.114,6.236,6.647,7.471
7/3/2022 4:00,7.388,8.389,9.215,8.209,5.129,4.536,5.391,5.876,5.104,6.238,6.637,7.465
7/3/2022 4:30,7.388,8.374,9.215,8.197,5.123,4.529,5.394,5.87,5.109,6.222,6.634,7.45
7/3/2022 5:00,7.37,8.38,9.212,8.185,5.12,4.52,5.384,5.856,5.107,6.217,6.631,7.44
7/3/2022 5:30,7.356,8.371,9.204,8.177,5.12,4.518,5.381,5.865,5.102,6.212,6.634,7.447
7/3/2022 6:00,7.363,8.377,9.199,8.183,5.12,4.52,5.376,5.85,5.107,6.217,6.618,7.443
7/3/2022 6:30,7.342,8.365,9.185,8.171,5.104,4.518,5.374,5.85,5.104,6.214,6.614,7.45
7/3/2022 7:00,7.36,8.374,9.193,8.162,5.109,4.525,5.366,5.836,5.097,6.212,6.624,7.45
7/3/2022 7:30,7.342,8.365,9.193,8.147,5.109,4.504,5.366,5.836,5.094,6.209,6.618,7.428
7/3/2022 8:00,7.349,8.357,9.179,8.165,5.098,4.504,5.364,5.833,5.089,6.206,6.614,7.422
7/3/2022 8:30,7.317,8.354,9.174,8.153,5.093,4.518,5.356,5.825,5.094,6.201,6.611,7.404
7/3/2022 9:00,7.292,8.362,9.179,8.142,5.101,4.523,5.359,5.836,5.087,6.204,6.604,7.413
7/3/2022 9:30,7.229,8.351,9.171,8.133,5.093,4.502,5.349,5.825,5.089,6.198,6.594,7.422
7/3/2022 10:00,7.233,8.348,9.174,8.124,5.088,4.511,5.342,5.822,5.082,6.193,6.591,7.407
7/3/2022 10:30,7.222,8.345,9.155,8.118,5.096,4.509,5.342,5.819,5.079,6.188,6.594,7.395
7/3/2022 11:00,7.18,8.351,9.16,8.13,5.074,4.495,5.339,5.816,5.077,6.182,6.598,7.404
7/3/2022 11:30,7.148,8.327,9.166,8.121,5.079,4.493,5.339,5.813,5.074,6.188,6.585,7.398
7/3/2022 12:00,7.117,8.313,9.141,8.118,5.077,4.493,5.337,5.802,5.072,6.177,6.575,7.389
7/3/2022 12:30,7.089,8.304,9.138,8.109,5.069,4.488,5.329,5.799,5.067,6.177,6.571,7.367
7/3/2022 13:00,7.051,8.292,9.136,8.104,5.058,4.479,5.319,5.793,5.064,6.167,6.571,7.379
7/3/2022 13:30,7.047,8.301,9.128,8.109,5.069,4.488,5.319,5.793,5.064,6.169,6.578,7.361
7/3/2022 14:00,7.054,8.289,9.114,8.086,5.069,4.482,5.317,5.785,5.061,6.161,6.562,7.364
7/3/2022 14:30,7.04,8.277,9.119,8.095,5.06,4.475,5.312,5.787,5.051,6.169,6.565,7.364
7/3/2022 15:00,7.061,8.272,9.111,8.077,5.052,4.477,5.307,5.779,5.056,6.161,6.555,7.358
7/3/2022 15:30,7.054,8.263,9.103,8.089,5.044,4.477,5.307,5.782,5.049,6.151,6.562,7.355
7/3/2022 16:00,7.047,8.272,9.106,8.08,5.041,4.482,5.304,5.765,5.044,6.161,6.555,7.352
7/3/2022 16:30,7.051,8.251,9.089,8.077,5.044,4.475,5.302,5.773,5.044,6.148,6.545,7.343
7/3/2022 17:00,7.071,8.26,9.084,8.074,5.03,4.477,5.299,5.776,5.044,6.148,6.552,7.34
7/3/2022 17:30,7.078,8.254,9.084,8.06,5.036,4.457,5.292,5.759,5.039,6.145,6.552,7.331
7/3/2022 18:00,7.092,8.251,9.087,8.057,5.033,4.459,5.294,5.756,5.039,6.135,6.552,7.337
7/3/2022 18:30,7.078,8.242,9.062,8.068,5.022,4.457,5.29,5.756,5.036,6.143,6.535,7.319
7/3/2022 19:00,7.11,8.251,9.065,8.051,5.025,4.452,5.287,5.753,5.039,6.137,6.535,7.319
7/3/2022 19:30,7.096,8.251,9.062,8.054,5.025,4.457,5.285,5.759,5.029,6.137,6.545,7.313
7/3/2022 20:00,7.106,8.237,9.059,8.048,5.006,4.454,5.275,5.748,5.034,6.13,6.535,7.322
7/3/2022 20:30,7.089,8.242,9.062,8.048,5.011,4.439,5.265,5.756,5.029,6.132,6.542,7.313
7/3/2022 21:00,7.117,8.234,9.059,8.039,5.011,4.441,5.265,5.753,5.019,6.122,6.532,7.307
7/3/2022 21:30,7.106,8.237,9.043,8.042,5.011,4.454,5.262,5.751,5.019,6.119,6.519,7.307
7/3/2022 22:00,7.103,8.231,9.038,8.042,5.001,4.443,5.26,5.748,5.014,6.114,6.519,7.301
7/3/2022 22:30,7.099,8.219,9.043,8.034,5.006,4.445,5.26,5.745,5.014,6.108,6.506,7.298
7/3/2022 23:00,7.117,8.219,9.04,8.036,4.993,4.436,5.26,5.736,5.009,6.116,6.522,7.295
7/3/2022 23:30,7.085,8.205,9.038,8.019,4.99,4.439,5.255,5.714,5.019,6.108,6.509,7.295
8/3/2022 0:00,7.082,8.216,9.029,8.016,4.987,4.436,5.248,5.725,5.004,6.1,6.496,7.285
8/3/2022 0:30,7.092,8.202,9.035,8.007,4.982,4.427,5.235,5.714,4.994,6.1,6.496,7.285
8/3/2022 1:00,7.099,8.202,9.019,7.996,4.976,4.439,5.238,5.714,4.999,6.09,6.509,7.276
8/3/2022 1:30,7.096,8.202,9.024,8.013,4.984,4.423,5.238,5.716,4.986,6.087,6.496,7.273
8/3/2022 2:00,7.106,8.19,9.021,7.996,4.979,4.421,5.225,5.708,4.994,6.087,6.499,7.273
8/3/2022 2:30,7.092,8.187,9.027,7.987,4.982,4.425,5.225,5.708,4.986,6.087,6.493,7.255
8/3/2022 3:00,7.082,8.196,9.013,7.981,4.976,4.425,5.23,5.711,4.986,6.079,6.489,7.249
8/3/2022 3:30,7.106,8.213,9.002,7.984,4.971,4.412,5.221,5.702,4.979,6.082,6.496,7.258
8/3/2022 4:00,7.103,8.184,8.994,7.973,4.966,4.418,5.218,5.705,4.984,6.069,6.473,7.243
8/3/2022 4:30,7.092,8.196,8.991,7.964,4.96,4.407,5.216,5.702,4.976,6.079,6.473,7.252
8/3/2022 5:00,7.103,8.187,8.997,7.952,4.955,4.407,5.213,5.694,4.981,6.072,6.463,7.243
8/3/2022 5:30,7.082,8.19,8.983,7.961,4.957,4.402,5.208,5.688,4.976,6.064,6.467,7.24
8/3/2022 6:00,7.089,8.196,8.983,7.952,4.957,4.398,5.206,5.674,4.979,6.066,6.463,7.228
8/3/2022 6:30,7.089,8.19,8.978,7.946,4.952,4.4,5.203,5.691,4.974,6.058,6.454,7.228
8/3/2022 7:00,7.096,8.184,8.986,7.944,4.939,4.407,5.198,5.685,4.971,6.066,6.463,7.222
8/3/2022 7:30,7.082,8.193,8.972,7.932,4.936,4.405,5.194,5.685,4.979,6.048,6.454,7.219
8/3/2022 8:00,7.068,8.184,8.98,7.918,4.928,4.409,5.189,5.68,4.971,6.043,6.454,7.21
8/3/2022 8:30,7.078,8.181,8.975,7.932,4.933,4.398,5.186,5.671,4.964,6.05,6.44,7.207
8/3/2022 9:00,7.051,8.184,8.967,7.923,4.936,4.398,5.186,5.66,4.961,6.043,6.434,7.21
8/3/2022 9:30,6.998,8.193,8.962,7.912,4.928,4.389,5.181,5.668,4.961,6.04,6.44,7.201
8/3/2022 10:00,6.978,8.181,8.967,7.906,4.917,4.387,5.179,5.666,4.959,6.043,6.427,7.201
8/3/2022 10:30,6.974,8.178,8.951,7.92,4.933,4.391,5.171,5.666,4.956,6.035,6.437,7.201
8/3/2022 11:00,6.94,8.173,8.956,7.92,4.933,4.378,5.176,5.66,4.951,6.032,6.427,7.192
8/3/2022 11:30,6.946,8.176,8.956,7.906,4.933,4.398,5.171,5.657,4.954,6.035,6.427,7.192
8/3/2022 12:00,6.933,8.164,8.945,7.918,4.92,4.391,5.186,5.652,4.949,6.032,6.424,7.186
8/3/2022 12:30,6.905,8.147,8.948,7.915,4.922,4.389,5.181,5.646,4.949,6.037,6.431,7.18
8/3/2022 13:00,6.895,8.161,8.937,7.897,4.917,4.387,5.171,5.646,4.951,6.022,6.418,7.177
8/3/2022 13:30,6.857,8.149,8.929,7.9,4.914,4.391,5.174,5.64,4.944,6.016,6.431,7.177
8/3/2022 14:00,6.864,8.147,8.916,7.903,4.917,4.38,5.169,5.643,4.941,6.014,6.418,7.171
8/3/2022 14:30,6.864,8.126,8.926,7.903,4.912,4.376,5.164,5.64,4.939,6.019,6.424,7.168
8/3/2022 15:00,6.864,8.12,8.924,7.886,4.909,4.376,5.162,5.632,4.936,6.014,6.398,7.162
8/3/2022 15:30,6.85,8.118,8.921,7.886,4.904,4.38,5.159,5.629,4.931,6.006,6.405,7.159
8/3/2022 16:00,6.843,8.123,8.91,7.88,4.906,4.378,5.157,5.626,4.934,6.014,6.398,7.156
8/3/2022 16:30,6.85,8.112,8.899,7.883,4.898,4.373,5.152,5.615,4.929,6.011,6.398,7.153
8/3/2022 17:00,6.85,8.129,8.905,7.88,4.901,4.371,5.149,5.623,4.929,6.001,6.405,7.15
8/3/2022 17:30,6.846,8.109,8.883,7.868,4.901,4.369,5.149,5.621,4.927,6.003,6.395,7.147
8/3/2022 18:00,6.857,8.097,8.883,7.857,4.89,4.38,5.145,5.612,4.924,6.003,6.395,7.144
8/3/2022 18:30,6.867,8.094,8.886,7.854,4.877,4.353,5.145,5.612,4.922,5.998,6.392,7.147
8/3/2022 19:00,6.881,8.086,8.875,7.866,4.888,4.349,5.142,5.598,4.922,6.003,6.382,7.138
8/3/2022 19:30,6.898,8.112,8.894,7.877,4.885,4.355,5.142,5.598,4.912,5.993,6.395,7.132
8/3/2022 20:00,6.926,8.12,8.891,7.86,4.88,4.355,5.137,5.598,4.917,5.99,6.379,7.129
8/3/2022 20:30,6.943,8.141,8.899,7.868,4.877,4.355,5.137,5.598,4.914,5.98,6.379,7.132
8/3/2022 21:00,6.971,8.144,8.91,7.871,4.88,4.367,5.135,5.609,4.924,5.982,6.372,7.126
8/3/2022 21:30,6.967,8.135,8.902,7.868,4.888,4.362,5.135,5.601,4.917,5.99,6.392,7.126
8/3/2022 22:00,6.971,8.144,8.905,7.871,4.882,4.358,5.132,5.612,4.917,5.995,6.379,7.132
8/3/2022 22:30,6.967,8.149,8.913,7.871,4.874,4.351,5.128,5.612,4.912,5.995,6.388,7.126
8/3/2022 23:00,6.978,8.155,8.905,7.877,4.89,4.351,5.135,5.607,4.917,5.988,6.395,7.123
8/3/2022 23:30,33.996,35.301,24.836,12.773,4.906,4.355,5.125,5.612,4.927,5.993,6.388,7.12
9/3/2022 0:00,34.038,35.407,25.178,17.244,11.717,6.463,5.137,5.609,4.944,5.988,6.375,7.132
9/3/2022 0:30,34.228,35.446,25.238,17.264,11.919,10.841,11.006,5.683,4.944,5.99,6.382,7.129
9/3/2022 1:00,34.503,35.53,25.316,17.26,11.915,10.926,12.327,12.643,5.626,6.006,6.388,7.108
9/3/2022 1:30,34.524,35.574,25.406,17.203,11.883,10.885,12.331,13.316,12.164,8.165,6.382,7.096
9/3/2022 2:00,34.587,35.614,25.51,17.182,11.848,10.855,12.291,13.328,12.421,14.274,10.332,7.186
9/3/2022 2:30,34.63,35.636,25.579,17.097,11.768,10.764,12.194,13.258,12.376,14.406,13.925,15.447
9/3/2022 3:00,34.686,35.658,25.592,16.983,11.65,10.647,12.108,13.163,12.302,14.34,13.971,16.315
9/3/2022 3:30,34.75,35.703,25.665,16.946,11.606,10.594,12.023,13.077,12.171,14.248,13.92,16.315
9/3/2022 4:00,34.821,35.742,25.687,16.873,11.544,10.514,11.948,12.987,12.082,14.171,13.87,16.237
9/3/2022 4:30,34.849,35.759,25.73,16.788,11.469,10.425,11.87,12.902,11.979,14.071,13.792,16.168
9/3/2022 5:00,34.87,35.832,25.774,16.7,11.383,10.323,11.775,12.817,11.876,13.964,13.71,16.086
9/3/2022 5:30,34.963,35.871,25.821,16.555,11.258,10.172,11.648,12.72,11.751,13.858,13.614,15.983
9/3/2022 6:00,34.984,35.927,25.869,16.415,11.131,10.029,11.497,12.586,11.587,13.702,13.487,15.85
9/3/2022 6:30,35.034,35.972,25.908,16.355,11.069,9.96,11.403,12.462,11.445,13.544,13.347,15.697
9/3/2022 7:00,35.154,35.972,25.934,16.311,11.023,9.896,11.341,12.358,11.344,13.439,13.262,15.565
9/3/2022 7:30,35.261,36.011,25.96,16.263,10.969,9.844,11.275,12.302,11.258,13.349,13.176,15.506
9/3/2022 8:00,35.333,36.045,25.973,16.259,10.957,9.825,11.24,12.271,11.193,13.308,13.167,15.608
9/3/2022 8:30,35.411,36.079,26.017,16.255,10.946,9.822,11.226,12.243,11.183,13.323,13.284,16.151
9/3/2022 9:00,35.475,36.107,26.056,16.255,10.919,9.815,11.226,12.243,11.204,13.428,13.605,19.401
9/3/2022 9:30,35.482,36.113,26.091,16.239,10.927,9.828,11.226,12.239,11.276,13.649,14.8,23.18
9/3/2022 10:00,35.411,36.118,26.187,16.255,10.95,9.838,11.254,12.338,11.398,14.037,17.844,25.223
9/3/2022 10:30,35.261,36.13,26.209,16.283,10.965,9.864,11.299,12.374,11.587,15.081,20.147,27.12
9/3/2022 11:00,35.169,36.079,26.318,16.315,10.996,9.906,11.348,12.486,11.879,17.687,21.778,29.364
9/3/2022 11:30,35.083,36.09,26.397,16.331,11.026,9.938,11.41,12.611,12.32,20.088,23.147,32.748
9/3/2022 12:00,35.048,36.073,26.472,16.371,11.061,9.986,11.487,12.76,13.475,21.67,24.6,34.227
9/3/2022 12:30,35.012,36.04,26.555,16.387,11.065,10.042,11.567,12.951,15.296,22.914,27.011,34.245
9/3/2022 13:00,35.026,36,26.639,16.419,11.119,10.077,11.665,13.184,17.379,23.926,29.876,34.275
9/3/2022 13:30,35.062,35.967,26.705,16.467,11.127,10.133,11.775,13.697,19.133,24.81,32.619,34.299
9/3/2022 14:00,35.098,35.933,26.735,16.467,11.15,10.162,11.888,14.759,20.289,25.738,33.905,34.263
9/3/2022 14:30,35.162,35.899,26.797,16.495,11.173,10.201,12.033,15.896,21.046,26.998,33.912,34.305
9/3/2022 15:00,35.219,35.91,26.881,16.559,11.204,10.28,12.216,16.8,21.589,29.848,33.905,34.311
9/3/2022 15:30,35.268,35.91,26.934,16.575,11.223,10.333,12.501,17.492,22.066,31.607,33.946,34.329
9/3/2022 16:00,35.411,35.916,27.014,16.619,11.258,10.395,12.987,18.078,22.548,33.518,33.932,34.329
9/3/2022 16:30,35.497,35.944,27.076,16.671,11.274,10.468,13.571,18.597,23.059,34.493,33.953,34.347
9/3/2022 17:00,35.625,35.95,27.129,16.72,11.309,10.557,14.178,19.054,23.75,34.515,33.946,34.353
9/3/2022 17:30,35.726,36.017,27.222,16.772,11.332,10.611,14.77,19.486,25.082,34.555,33.987,34.371
9/3/2022 18:00,35.776,36.028,27.262,16.801,11.375,10.704,15.389,19.854,27.902,34.533,33.966,34.377
9/3/2022 18:30,35.941,36.051,27.325,16.849,11.426,10.831,15.998,20.245,29.879,34.555,34.021,34.395
9/3/2022 19:00,36.034,36.085,27.4,16.873,11.465,10.97,16.581,20.609,31.369,34.578,33.987,34.426
9/3/2022 19:30,36.15,36.141,27.48,16.926,11.516,11.163,17.082,20.946,33.39,34.567,34.007,34.426
9/3/2022 20:00,36.258,36.175,27.543,16.971,11.559,11.444,17.559,21.372,34.281,34.561,34.021,34.438
9/3/2022 20:30,36.315,36.203,27.628,17.003,11.626,11.825,17.953,21.801,34.292,34.555,34.035,34.45
9/3/2022 21:00,36.424,36.225,27.695,17.032,11.662,12.308,18.33,22.541,34.275,34.55,34.055,34.462
9/3/2022 21:30,36.474,36.276,27.753,17.04,11.745,12.858,18.662,24.102,34.251,34.567,34.062,34.474
9/3/2022 22:00,36.525,36.31,27.803,17.101,11.78,13.507,19.001,26.427,34.257,34.527,34.028,34.48
9/3/2022 22:30,36.597,36.349,27.888,17.101,11.844,14.144,19.277,28.198,34.251,34.55,34.021,34.462
9/3/2022 23:00,36.655,36.344,27.946,17.117,11.899,14.763,19.528,29.232,34.234,34.521,34.007,34.45
9/3/2022 23:30,36.728,36.394,28.027,17.137,11.983,15.374,19.794,30.849,34.228,34.533,34,34.45
10/3/2022 0:00,36.779,36.389,28.198,17.162,12.083,15.888,20.04,32.29,34.216,34.498,33.966,34.468
10/3/2022 0:30,36.793,36.44,28.244,17.195,12.175,16.333,20.259,33.43,34.21,34.481,33.973,34.42
10/3/2022 1:00,36.88,36.462,28.32,17.195,12.292,16.694,20.484,33.829,34.175,34.476,33.939,34.444
10/3/2022 1:30,36.968,36.49,28.402,17.227,12.422,17.025,20.733,33.816,34.198,34.481,33.966,34.408
10/3/2022 2:00,37.048,36.541,28.483,17.244,12.568,17.335,21.029,33.848,34.181,34.464,33.946,34.426
10/3/2022 2:30,37.099,36.575,28.57,17.272,12.744,17.621,21.419,33.841,34.169,34.464,33.953,34.402
10/3/2022 3:00,37.113,36.558,28.697,17.268,12.909,17.881,22.34,33.841,34.181,34.441,33.932,34.408
10/3/2022 3:30,37.186,36.621,28.774,17.305,13.099,18.125,24.295,33.879,34.175,34.436,33.925,34.377
10/3/2022 4:00,37.201,36.604,28.824,17.305,13.291,18.35,26.339,33.898,34.163,34.436,33.905,34.365
10/3/2022 4:30,37.267,36.637,28.893,17.305,13.476,18.571,27.744,33.904,34.169,34.413,33.864,34.335
10/3/2022 5:00,37.325,36.621,28.948,17.334,13.683,18.785,28.775,33.916,34.186,34.407,33.877,34.347
10/3/2022 5:30,37.398,36.677,29.002,17.334,13.878,18.94,30.139,33.935,34.169,34.396,33.83,34.311
10/3/2022 6:00,37.442,36.677,29.039,17.346,14.049,19.122,31.64,33.935,34.163,34.379,33.843,34.323
10/3/2022 6:30,37.479,36.688,29.121,17.346,14.191,19.247,32.722,33.948,34.151,34.384,33.809,34.275
10/3/2022 7:00,37.508,36.711,29.185,17.35,14.32,19.4,33.798,33.96,34.163,34.384,33.83,34.305
10/3/2022 7:30,37.5,36.739,29.516,17.375,14.459,19.526,34.375,33.966,34.175,34.367,33.816,34.245
10/3/2022 8:00,37.566,36.717,29.604,17.395,14.598,19.657,34.506,33.973,34.175,34.345,33.789,34.245
10/3/2022 8:30,37.581,36.756,29.636,17.412,14.725,19.784,34.609,33.998,34.175,34.345,33.755,34.233
10/3/2022 9:00,37.603,36.734,29.687,17.436,14.861,19.925,34.615,34.029,34.181,34.339,33.775,34.203
10/3/2022 9:30,37.596,36.728,29.733,17.412,14.922,20.009,34.643,34.017,34.169,34.35,33.768,34.221
10/3/2022 10:00,37.5,36.717,29.752,17.457,15.024,20.098,34.677,34.042,34.186,34.35,33.728,34.209
10/3/2022 10:30,37.435,36.694,29.77,17.424,15.081,20.195,34.7,34.035,34.204,34.35,33.741,34.179
10/3/2022 11:00,37.369,36.649,29.798,17.444,15.179,20.364,34.689,34.085,34.198,34.345,33.714,34.179
10/3/2022 11:30,37.267,36.649,29.789,17.44,15.245,20.555,34.723,34.092,34.216,34.333,33.734,34.173
10/3/2022 12:00,37.142,36.581,29.816,17.465,15.33,20.923,34.723,34.073,34.192,34.327,33.728,34.124
10/3/2022 12:30,37.04,36.536,29.83,17.453,15.365,21.14,34.769,34.129,34.204,34.305,33.707,34.136
10/3/2022 13:00,37.004,36.462,29.839,17.453,15.406,21.467,34.78,34.129,34.181,34.305,33.721,34.142
10/3/2022 13:30,36.989,36.377,29.839,17.477,15.464,22.178,34.78,34.123,34.216,34.305,33.721,34.142
10/3/2022 14:00,36.953,36.31,29.858,17.494,15.531,23.013,34.82,34.129,34.239,34.316,33.714,34.112
10/3/2022 14:30,37.026,36.265,29.886,17.506,15.576,23.813,34.826,34.179,34.234,34.293,33.694,34.118
10/3/2022 15:00,37.113,36.237,29.863,17.523,15.657,24.853,34.837,34.179,34.228,34.316,33.707,34.112
10/3/2022 15:30,37.201,36.22,29.876,17.572,15.814,26.656,34.849,34.198,34.239,34.316,33.659,34.1
10/3/2022 16:00,37.288,36.265,29.89,17.692,16.014,28.283,34.814,34.217,34.269,34.299,33.666,34.106
10/3/2022 16:30,37.376,36.315,29.909,17.845,16.319,29.895,34.809,34.242,34.216,34.276,33.659,34.058
10/3/2022 17:00,37.128,36.411,29.964,18.003,16.591,32.127,34.769,34.236,34.245,34.282,33.619,34.04
10/3/2022 17:30,31.251,35.084,29.802,17.494,16.512,32.029,34.712,34.198,34.228,34.254,33.612,34.004
10/3/2022 18:00,27.674,32.986,26.515,17.26,16.379,31.768,34.689,34.179,34.239,34.242,33.592,33.938
10/3/2022 18:30,24.305,30.469,25.14,16.788,15.968,31.394,34.66,34.167,34.192,34.208,33.558,33.92
10/3/2022 19:00,21.587,27.412,23.202,15.804,15.019,30.889,34.592,34.154,34.21,34.191,33.537,33.938
10/3/2022 19:30,19.784,24.864,21.214,14.606,13.611,28.754,34.54,34.142,34.204,34.185,33.503,33.878
10/3/2022 20:00,18.744,23.407,20.036,13.837,11.872,25.661,33.499,34.11,34.175,34.151,33.469,33.86
10/3/2022 20:30,18.13,22.401,19.309,13.369,10.028,20.959,30.894,34.085,34.198,34.157,33.483,33.854
10/3/2022 21:00,17.661,21.687,18.763,13.036,8.941,15.721,28.765,33.623,34.186,34.134,33.462,33.836
10/3/2022 21:30,17.353,21.126,18.258,12.788,8.487,12.376,25.926,31.402,34.163,34.146,33.449,33.8
10/3/2022 22:00,17.861,20.698,17.81,12.591,8.246,10.858,21.952,28.957,33.454,34.123,33.429,33.764
10/3/2022 22:30,19.323,20.83,17.59,12.45,8.074,10.182,17.619,26.938,31.949,34.106,33.408,33.747
10/3/2022 23:00,18.685,20.865,17.554,12.382,7.957,9.841,14.205,24.312,30.379,33.925,33.388,33.705
10/3/2022 23:30,18.167,20.772,17.473,12.308,7.888,9.649,12.334,20.464,27.752,32.991,33.361,33.699
11/3/2022 0:00,17.719,20.601,17.368,12.242,7.831,9.531,11.529,16.295,23.158,30.974,33.3,33.705
11/3/2022 0:30,17.882,20.522,17.233,12.182,7.772,9.452,11.181,13.668,17.677,28.998,32.298,33.699
11/3/2022 1:00,17.504,20.457,17.132,12.126,7.7,9.389,11.02,12.474,13.557,26.17,30.387,33.669
11/3/2022 1:30,17.213,20.348,17.038,12.067,7.657,9.313,10.904,11.942,11.38,21.94,28.661,33.365
11/3/2022 2:00,17.033,20.196,16.948,12.021,7.601,9.244,10.822,11.673,10.401,17.232,26.416,31.786
11/3/2022 2:30,16.863,20.083,16.84,11.976,7.559,9.188,10.737,11.502,9.962,14.209,23.256,29.957
11/3/2022 3:00,16.991,19.979,16.722,11.941,7.514,9.122,10.676,11.383,9.708,12.731,19.561,27.94
11/3/2022 3:30,16.94,19.901,16.622,11.889,7.471,9.066,10.609,11.306,9.571,12.023,16.315,24.612
11/3/2022 4:00,16.966,19.871,16.547,11.851,7.429,9.026,10.555,11.229,9.487,11.669,14.472,20.619
11/3/2022 4:30,16.765,19.785,16.505,11.806,7.388,8.967,10.481,11.153,9.431,11.473,13.646,17.472
11/3/2022 5:00,17.421,19.772,16.462,11.775,7.355,8.933,10.431,11.092,9.378,11.344,13.244,15.727
11/3/2022 5:30,17.244,19.815,16.409,11.737,7.323,8.878,10.381,11.035,9.325,11.229,13.038,14.877
11/3/2022 6:00,16.981,19.802,16.412,11.727,7.314,8.832,10.324,10.982,9.272,11.178,12.891,14.46
11/3/2022 6:30,16.786,19.733,16.366,11.7,7.282,8.786,10.291,10.94,9.243,11.095,12.794,14.222
11/3/2022 7:00,17.033,19.69,16.345,11.693,7.25,8.764,10.241,10.91,9.197,11.05,12.679,14.04
